perturbation,generation,morcela,generation_cleaned,hadR,perplexity,slor,ntokens
english,you want them?,7.456391739835305,you want them?,False,3.5796532281763396,7.071168505568423,4
english,you didn't.,7.408282774927832,you didn't.,False,2.710706361496399,6.882607667320244,4
english,I'm glad to know it.,6.143249943324331,I'm glad to know it.,False,1.6958605995237515,6.647383333397336,7
english,"Well, it's okay if I'm not taking my medication in order.",5.841043283407753,"Well, it's okay if I'm not taking my medication in order.",False,1.2428576471952315,7.344517903779404,15
english,"Okay, so let's just make a big assumption.",6.1674420819771765,"Okay, so let's just make a big assumption.",False,1.3106076786077663,7.432365495255877,11
english,"Don't even try to help you, mate.",6.017445226968464,"Don't even try to help you, mate.",False,1.4030036373078714,7.09637834113546,10
english,"So they'd say, ""How's your boyfriend, buddy?""",6.444911057085326,"So they'd say, ""How's your boyfriend, buddy?""",False,1.3003492516636594,8.057832751765371,13
english,"For the same reason that my name is not familiar, no.",5.4972926150734995,"For the same reason that my name is not familiar, no.",False,1.3206675833973527,6.708831898446211,13
english,"All of the ""S"" very few of you know the story-- the story story told in this report?",5.361029034942934,"All of the ""S"" very few of you know the story-- the story story told in this report?",False,1.2378075270278952,7.007763522459518,22
english,"The movie is based on the story, by Walt Disney Animation Studios.",6.319477225759902,"The movie is based on the story, by Walt Disney Animation Studios.",False,1.236839023938338,7.947926075911957,14
english,But you didn't know her.,6.2996713326484945,But you didn't know her.,False,1.6071096850443969,6.848015287500369,7
english,Come on.,7.8343577040742645,Come on.,False,3.0904158884958988,6.166873216730049,3
english,"This place is really your home, and we've got lots of parking tickets.",5.6974717396873755,"This place is really your home, and we've got lots of parking tickets.",False,1.2459569341879406,7.209281545777763,16
english,"He's been to the hotel. - Oh, really, yeah, how do you do it?",5.224670233310855,"He's been to the hotel. - Oh, really, yeah, how do you do it?",False,1.1983090733609612,6.723354194606545,20
english,"Yes, that's exactly what I told you.",5.786536028166165,"Yes, that's exactly what I told you.",False,1.240065539001922,6.712876197531656,10
english,"When I arrived at the bottom of the ocean my powers, I was taken to the summit.",5.383095875549228,"When I arrived at the bottom of the ocean my powers, I was taken to the summit.",False,1.2145295715988087,6.912156334408632,19
english,"And then the question as follows: ""What is a matter of this country?""",5.757805153224629,"And then the question as follows: ""What is a matter of this country?""",False,1.2688827050351918,7.303446804020085,16
english,That's what my mother always said when she said that she wanted to see me.,5.752413328875045,That's what my mother always said when she said that she wanted to see me.,False,1.1618859749805301,7.318758261987592,17
english,You want to get over the hill by himself?,6.052892901434333,You want to get over the hill by himself?,False,1.4949384954687301,7.174421325111128,10
english,You know what?,7.5347403546111735,You know what?,False,2.2906081902203974,6.991007699921088,4
english,"A few moments later a man was lying, with her husband's consent, one of his family and his own family, the other said to him: ""A man would have been on the run ""to go to hell with these poor lads,",5.318187398395845,"A few moments later a man was lying, with her husband's consent, one of his family and his own family, the other said to him: ""A man would have been on the run ""to go to hell with these poor lads,",False,1.0835630963167446,7.311221867522216,50
english,Mm-hmm. I never wanted to go on my life life as a kid.,5.4749698550239145,Mm-hmm. I never wanted to go on my life life as a kid.,False,1.2001653082810868,7.038469392833043,19
english,-Yeah.,6.691052684385684,-Yeah.,False,8.177400462749624,4.950261828098839,3
english,"""B"" or ""Brahma's"" to distinguish and describe the relation of the two systems, the complex relationships in space between the theoretical values of the atoms together are of the same size.",5.47597993836282,"""B"" or ""Brahma's"" to distinguish and describe the relation of the two systems, the complex relationships in space between the theoretical values of the atoms together are of the same size.",False,1.1138885418210798,7.465944092602835,40
english,"Who's there, mate?",6.975555089679449,"Who's there, mate?",False,1.878107834126222,7.487264846139667,6
english,"In June 2012, the song entered the top ten of the ""Billboard"" Hot 100 for the second weekend, and was certified Platinum for shipments of 1,800 units in the United States.",5.648170417067647,"In June 2012, the song entered the top ten of the ""Billboard"" Hot 100 for the second weekend, and was certified Platinum for shipments of 1,800 units in the United States.",False,1.0879375514939336,7.6915026300660525,39
english,"And for the first, he must do so again.",5.376240690315555,"And for the first, he must do so again.",False,1.409976059191657,6.331930925449083,11
english,When this goes on or off the ice he's not looking in?,5.571947699215153,When this goes on or off the ice he's not looking in?,False,1.4037937004494785,6.933023236133724,14
english,I was at the hospital.,5.825920376903724,I was at the hospital.,False,1.7820441312896294,5.819971100806099,6
english,You know it's me who you are.,5.545531297684112,You know it's me who you are.,False,1.5104572680464903,6.268797799412499,9
english,"-It won seven games at the 1996, 1999 and 2004 in every game.",5.677665866844207,"-It won seven games at the 1996, 1999 and 2004 in every game.",False,1.3390226787339103,7.21196682108425,16
english,Who can help you?,7.021224331203237,Who can help you?,False,1.9834340515894568,7.023402109426854,5
english,Oh... No...,8.32073863328868,Oh... No...,False,3.2108646591250616,8.260897357766465,4
english,"They made a number of calls and called him just for a second time in, and then on the spot.",5.049356583078782,"They made a number of calls and called him just for a second time in, and then on the spot.",False,1.1825444869783346,6.5422126012336,22
english,"Yes, I'll just have to admit that they're only human beings and it's a bunch of us, it's a big thing you get.",5.227159939045628,"Yes, I'll just have to admit that they're only human beings and it's a bunch of us, it's a big thing you get.",False,1.1148491037623371,6.972176028063881,30
english,"We would not allow the ship to be damaged by any attempt to advance and increase the load due to the load the vessel would be on the ship, and to take the ships at once they were shipped over the sea to a spot which was to be",5.195787957282073,"We would not allow the ship to be damaged by any attempt to advance and increase the load due to the load the vessel would be on the ship, and to take the ships at once they were shipped over the sea to a spot which was to be",False,1.0763756108951354,7.133249501056436,50
english,But if anything was to stop you you were to be given away.,5.4257021591386545,But if anything was to stop you you were to be given away.,False,1.3549549764650997,6.708554009057459,14
english,"I think this is one of the good things she likes to be a teacher, and she is going to be a, more so when she gets a teaching degree in the school she's in and she's writing for a teacher and she can attend for",4.921660518041398,"I think this is one of the good things she likes to be a teacher, and she is going to be a, more so when she gets a teaching degree in the school she's in and she's writing for a teacher and she can attend for",False,1.0707377558131506,6.738817219789826,50
english,My father's just passed out.,6.500686398581591,My father's just passed out.,False,2.013513239819569,7.232669981384751,7
english,"Okay, listen, you're coming.",6.16158491240472,"Okay, listen, you're coming.",False,1.562100269859356,6.934320910486461,8
english,You can't fight me now.,6.404862007861778,You can't fight me now.,False,1.7186796631503767,7.027405130196068,7
english,"Let me put this in motion here, because I'm saying, for example, not only does this--there are a lot of examples of non-vascular structures in the area--that's the part that really make these two, but you can",5.390155550097379,"Let me put this in motion here, because I'm saying, for example, not only does this--there are a lot of examples of non-vascular structures in the area--that's the part that really make these two, but you can",False,1.0751396668897586,7.410819990589091,50
english,You don't know why.,6.786330806758492,You don't know why.,False,1.5914095820836716,7.145228621141208,6
english,"In 2007, they won the award For Outlawts' Evelythe Young Turks'",6.724560434341506,"In 2007, they won the award For Outlawts' Evelythe Young Turks'",False,1.401122132477944,8.844335980719398,18
english,Now we take a vote with the minister and he is so eager that we both are going to the west end of our story.,5.269243186458204,Now we take a vote with the minister and he is so eager that we both are going to the west end of our story.,False,1.1818094036743072,6.972467810355598,26
english,"And er then I'll I'll have a look at it in a little while, if you feel it makes you feel any better now, after, next day at school that you're learning your language is, is it a lot better than I have",5.10843161849921,"And er then I'll I'll have a look at it in a little while, if you feel it makes you feel any better now, after, next day at school that you're learning your language is, is it a lot better than I have",False,1.0801644977672316,7.009789319781175,50
english,"But as a result, it could be done, by the end of all this is accomplished.",5.0094968120993615,"But as a result, it could be done, by the end of all this is accomplished.",False,1.1928420180916954,6.369920978389897,19
english,"No, no, don't eat fish, no.",5.684264590985416,"No, no, don't eat fish, no.",False,1.3401816035688192,6.7507332924582695,11
english,You think only his mom and i could be together?,6.099072673358992,You think only his mom and i could be together?,False,1.5668341922462865,7.4114485129239505,11
english,Where did you see us out there?,6.47975931670743,Where did you see us out there?,False,1.5796917977078773,7.394328291060839,8
english,"Well, I really don't want to be there.",5.622541009588108,"Well, I really don't want to be there.",False,1.2048575644921407,6.6165942978146965,11
english,"In the final race, the fastest time round that they were to go on in that year, they will qualify for the event again on the first round matches of 16-17.",5.157691847843639,"In the final race, the fastest time round that they were to go on in that year, they will qualify for the event again on the first round matches of 16-17.",False,1.1161777777918536,6.965422544578349,36
english,For this we can imagine that this is in violation of one's spiritual guidance but by implication it's a kind of spiritual guidance and that we can see what does that mean?,5.498119206031495,For this we can imagine that this is in violation of one's spiritual guidance but by implication it's a kind of spiritual guidance and that we can see what does that mean?,False,1.1125139946648113,7.437867904919926,35
english,"They did not, however, dare to leave in their homes some of the buildings in the town by themselves on their own account and leave them behind.",5.372348401878976,"They did not, however, dare to leave in their homes some of the buildings in the town by themselves on their own account and leave them behind.",False,1.1223641055538027,7.182777806263373,30
english,I can't find them.,6.2121293723760544,I can't find them.,False,1.7356705568032293,6.361133401397656,6
english,"The third point in the morning was that the only way a good place from their own home was taken from me to my old home at the same time for my son he would be safe,'he cried.",5.3288399328134695,"The third point in the morning was that the only way a good place from their own home was taken from me to my old home at the same time for my son he would be safe,'he cried.",False,1.1157250420072806,7.26626301442301,41
english,"In the meantime, when you're out, you know I'm not having a cup of tea since I saw a woman called Lucy with erm Bessy, they've got the old kitchen table, the flat table, they've got the old",5.501243331372126,"In the meantime, when you're out, you know I'm not having a cup of tea since I saw a woman called Lucy with erm Bessy, they've got the old kitchen table, the flat table, they've got the old",False,1.0788163857112734,7.571213943022835,50
english,You get lost.,6.912996502446148,You get lost.,False,3.469516808655255,6.280322058073233,4
english,"You were an orphan, weren't you?",6.512458227077035,"You were an orphan, weren't you?",False,1.3989126646115209,7.619062553051602,9
english,"So, they get in the wrong places to become friends, Uh-huh, uh, a lot of times when they go.",5.417685082556679,"So, they get in the wrong places to become friends, Uh-huh, uh, a lot of times when they go.",False,1.1427578654982156,7.193980864330838,27
english,"""I'll be hanged!"" says I.",6.5456317452685875,"""I'll be hanged!"" says I.",False,1.7021144389814014,7.750997451369405,9
english,"We have to consider this relationship to be that because of the fact that you only want to live as an actor, that they're connected.",5.073521605006237,"We have to consider this relationship to be that because of the fact that you only want to live as an actor, that they're connected.",False,1.136569440025929,6.721209423090746,28
english,They didn't leave yet.,7.028877379728873,They didn't leave yet.,False,2.001725944941,7.590998078838665,6
english,You can get people out of our village by taxi.,5.940055507005614,You can get people out of our village by taxi.,False,1.4769850144425882,7.1585264713781385,11
english,How can that happen?,7.005166645801893,How can that happen?,False,2.0488650681629466,7.014405917286861,5
english,Aunt Edith.,7.651737158451249,Aunt Edith.,False,2.9194061834426175,8.091877838074975,5
english,"I can't go anywhere without her, you know that.",5.600429657357005,"I can't go anywhere without her, you know that.",False,1.2851722019045897,6.738361991891575,12
english,"We've gotta get a car and drive to the dentist, but, uh, it's an interesting game, I'm sure they can find a cure.",5.373939011570878,"We've gotta get a car and drive to the dentist, but, uh, it's an interesting game, I'm sure they can find a cure.",False,1.1138230726051745,7.199592752915493,31
english,"No, no, no, this is our house.",5.205122022977287,"No, no, no, this is our house.",False,1.2599760503146153,6.038690366212871,11
english,"On 14 July 1690, a lot of people in St. Bonaparte saw him again for a short time, because, at the time, it is probable that he took his own title, the present marriage for Charles would eventually have been made",5.446364219326378,"On 14 July 1690, a lot of people in St. Bonaparte saw him again for a short time, because, at the time, it is probable that he took his own title, the present marriage for Charles would eventually have been made",False,1.0839079648515897,7.494730602524145,50
english,How was it?,7.258683119938564,How was it?,False,1.9571246173550765,6.528322611650104,4
english,"You see,'said the Elephant's Child, ` it is my desire, my dear friend, why do you have to obey now?'` Oh, you have, you have not long to run away from here, my friend.",5.608473291858474,"You see,'said the Elephant's Child, ` it is my desire, my dear friend, why do you have to obey now?'` Oh, you have, you have not long to run away from here, my friend.",False,1.0907753171051489,7.70052973091256,46
english,"Then, as with him a kiss, she took one of her glasses, and laid this upon her.",5.362195003429839,"Then, as with him a kiss, she took one of her glasses, and laid this upon her.",False,1.2210030017503573,6.967656237835627,21
english,"The world will be better off at the last, '' she said ; `` so the time is coming, she is in good hands, I think. '' Dear Miss Oliver isn't any more to be allowed in, '' she told Gilbert she was",5.591515327408383,"The world will be better off at the last, '' she said ; `` so the time is coming, she is in good hands, I think. '' Dear Miss Oliver isn't any more to be allowed in, '' she told Gilbert she was",False,1.094912550632586,7.699968153010183,49
english,"- Yes, it was nice, I went home, I went to the, my mother used to come down today.",4.985667098417998,"- Yes, it was nice, I went home, I went to the, my mother used to come down today.",False,1.1677243839229807,6.508472895282761,24
english,"Aye, ma'am!",7.209039520598542,"Aye, ma'am!",False,1.7267280318169433,8.179885486668264,7
english,How you've lived a hundred years and you had to understand.,5.640966689790665,How you've lived a hundred years and you had to understand.,False,1.3904490376046847,6.936546320570589,13
english,How many people could do the movie were in the movie theater as well.,5.611527473714203,How many people could do the movie were in the movie theater as well.,False,1.3410858230485347,7.048924416468848,15
english,The movie is about to come in and talk about how a girl's uterus in a baby-sitter feel like a cat just doesn't have enough oxygen.,5.512397793182472,The movie is about to come in and talk about how a girl's uterus in a baby-sitter feel like a cat just doesn't have enough oxygen.,False,1.1357319800029992,7.422776506941006,32
english,"Mum, mhm, mister, you know, you, you, you're thinking  it was er, it wasn't a bit of that, I suppose it might of of done any harm and what you said, it might be more",5.049389467722412,"Mum, mhm, mister, you know, you, you, you're thinking  it was er, it wasn't a bit of that, I suppose it might of of done any harm and what you said, it might be more",False,1.0867587000317984,6.927943556853113,50
english,We had to put a lot of work on their tails.,5.614091175025178,We had to put a lot of work on their tails.,False,1.3516842778257006,6.779634651687343,12
english,"The whole of China had no idea the world would end, but it wasn't like the world could end that way.",5.349494297102314,"The whole of China had no idea the world would end, but it wasn't like the world could end that way.",False,1.1409293387436248,7.018973412723533,24
english,How can it be?”,5.594526505348079,How can it be?”,False,2.185461250380796,5.971591012862926,7
english,In this case the world is in a state of crisis.,5.350631252934221,In this case the world is in a state of crisis.,False,1.2503509299186568,6.369168269829921,12
english,"The last season ended with the season, the league record for the third season would be won by two players by a few days later ended with a 6–0 victory over P. P. P. Meir, which won the NGAÖ",5.555557978735003,"The last season ended with the season, the league record for the third season would be won by two players by a few days later ended with a 6–0 victory over P. P. P. Meir, which won the NGAÖ",False,1.091262154942583,7.653856657653115,50
english,I think he likes it. - How?,6.017074777016303,I think he likes it. - How?,False,1.7134688094115769,6.997698822449255,9
english,"That is your punishment.""",7.285748733676067,"That is your punishment.""",False,2.587396902187416,7.516301974190308,5
english,"In this case, the total cost of the project size (in this case is the same as 4/7 plus 0) is 1/26, or 2/3 the same thing as 7/8/9.",5.257063182547743,"In this case, the total cost of the project size (in this case is the same as 4/7 plus 0) is 1/26, or 2/3 the same thing as 7/8/9.",False,1.0883068991377782,7.180437296630967,44
english,I'm sure you'll be very happy to know that I'll be in a different state.,5.419738529016546,I'm sure you'll be very happy to know that I'll be in a different state.,False,1.1538553280245734,6.942509694106178,19
english,"And I can now get some feedback from you as long as you like, you know you can do this with the voice mailman and you can get all the kind of, you know they're still Yeah.",5.046933078199507,"And I can now get some feedback from you as long as you like, you know you can do this with the voice mailman and you can get all the kind of, you know they're still Yeah.",False,1.094950967908245,6.864498257598281,42
shuffle_nondeterministic,"for the I the, and.- was, was I the that of's this that a this time was, the, in, there we the that there time.",4.136970873096498,"for the I the, and.- was, was I the that of's this that a this time was, the, in, there we the that there time.",False,1.1790436839703542,5.486887778729177,33
shuffle_nondeterministic,my. goodnessoh,7.427539314241013,my. goodnessoh,False,7.890882049708567,7.370268095504347,4
shuffle_nondeterministic,". this for. a, for is or a asHe known player football midfielder",5.010167760857112,". this for. a, for is or a asHe known player football midfielder",False,1.591927276393843,6.331532658053408,16
shuffle_nondeterministic,for. is noThis time. me,5.275438195361824,for. is noThis time. me,False,2.4648519288997157,5.862989768214111,8
shuffle_nondeterministic,. the'sIt just. the just,4.590153993248714,. the'sIt just. the just,False,2.401924078105867,4.8714753905246715,8
shuffle_nondeterministic,.yes,5.797221835367774,.yes,False,237.1685289002797,2.358114307008723,2
shuffle_nondeterministic,.Yeah,5.899002817336843,.Yeah,False,237.34048917686027,2.504035829906707,2
shuffle_nondeterministic,. rightAll,5.459643595185063,. rightAll,False,33.62076998322273,3.7973799927867105,3
shuffle_nondeterministic,.'s whatThat I have.,5.7245166258683975,.'s whatThat I have.,False,2.6741143981729842,6.244451267871992,7
shuffle_nondeterministic,"the it the the in they which the for all would for and the be of be the with at were was. in, and byThe time not the did. who, were,. first",4.306094609420663,"the it the the in they which the for all would for and the be of be the with at were was. in, and byThe time not the did. who, were,. first",False,1.1605840379657202,5.788155279836672,38
shuffle_nondeterministic,do wantyou to?,6.731570301086814,do wantyou to?,False,4.196901775207414,6.931771991157268,5
shuffle_nondeterministic,"you doingWhat are?""",6.933017643475192,"you doingWhat are?""",False,5.7613964575128,7.356398839943253,5
shuffle_nondeterministic,that to's meBut.,5.6057811084027565,that to's meBut.,False,3.7282642032483073,5.822908746473591,6
shuffle_nondeterministic,". you for be I as., as can not think long'tAs this",4.985092260492876,". you for be I as., as can not think long'tAs this",False,1.6607215104062982,6.244790403157679,15
shuffle_nondeterministic,"we.'re that in. the that were and as same same with were and to and, in in the all, the are their there the. same there place the, time same the",4.342341995282359,"we.'re that in. the that were and as same same with were and to and, in in the all, the are their there the. same there place the, time same the",False,1.1604868749590758,5.839975287517985,38
shuffle_nondeterministic,"I is the to is and have what's to it you I to,, think, we and think as to there we one are we all this haveWe do. thing",4.597288937800148,"I is the to is and have what's to it you I to,, think, we and think as to there we one are we all this haveWe do. thing",False,1.1965230373826838,6.16654072873864,34
shuffle_nondeterministic,a. that for and wasThe the. the a,4.031247828653151,a. that for and wasThe the. the a,False,1.9172278093972444,4.54009504053504,11
shuffle_nondeterministic,"., I and, and the, that it know I the as's the of that I'sAnd it I., of,. that, about",4.406114924991713,"., I and, and the, that it know I the as's the of that I'sAnd it I., of,. that, about",False,1.230966255625216,5.800763924744439,28
shuffle_nondeterministic,You.'re kidding,7.5732332526150365,You.'re kidding,False,12.623207747257887,7.781015580773612,4
shuffle_nondeterministic,.'reYou welcome,7.12073535628805,.'reYou welcome,False,12.60570097448967,7.133067605771867,4
shuffle_nondeterministic,"a the of is theThere of.. in the the is body,. part",4.890465431111381,"a the of is theThere of.. in the the is body,. part",False,1.578078109800726,6.08743531945171,15
shuffle_nondeterministic,.No,6.435714180400258,.No,False,66.15783354211132,2.72177283982505,2
shuffle_nondeterministic,"isThere that that. the one one,. thing",5.496746087107949,"isThere that that. the one one,. thing",False,2.0800315470627915,6.521020584127328,10
shuffle_nondeterministic,", the was,He United. President of a. U. the in. Representative to.. member 1989 asS Senate from served 1991.. a Representatives Senate the to. House UShe",5.249943829446939,", the was,He United. President of a. U. the in. Representative to.. member 1989 asS Senate from served 1991.. a Representatives Senate the to. House UShe",False,1.2059530622745611,7.14316009956258,37
shuffle_nondeterministic,'sIt,6.297985715666782,'sIt,False,126.06007935497924,2.802360598506862,2
shuffle_nondeterministic,", you. you, this do to want you I. is knowWell how",4.548375508956654,", you. you, this do to want you I. is knowWell how",False,1.5030174136565158,5.646137900778469,16
shuffle_nondeterministic,", it this that, itWell and they did the  was. I it in",4.537601504626193,", it this that, itWell and they did the  was. I it in",False,1.4649457489903002,5.6806353076787435,17
shuffle_nondeterministic,"a of'sIt,. nice really part, not",5.722090487667996,"a of'sIt,. nice really part, not",False,2.3582996322875367,6.8974687952810525,10
shuffle_nondeterministic,. the and the he in to was his in also be the to one of was. the one,4.0107487680107985,. the and the he in to was his in also be the to one of was. the one,False,1.2993640621968998,5.021563850541574,20
shuffle_nondeterministic,", at that and they that,'t the didn. to knowYou",4.790164157477735,", at that and they that,'t the didn. to knowYou",False,1.7000194914531097,5.897038010449611,14
shuffle_nondeterministic,", have,, but uh aYeah. a, problem, not,",5.166360938642462,", have,, but uh aYeah. a, problem, not,",False,1.6182541800051145,6.4140050273690425,14
shuffle_nondeterministic,"I,Yeah of, think kind people the. but you the the I of think to., the know the, it all that and the,, think you",4.501578948372155,"I,Yeah of, think kind people the. but you the the I of think to., the know the, it all that and the,, think you",False,1.208792292930125,5.986815635525737,31
shuffle_nondeterministic,", in the's?What you here",4.961043804267279,", in the's?What you here",False,2.2862771611539663,5.380827137811149,8
shuffle_nondeterministic,? we youDo think,5.907344427635741,? we youDo think,False,5.785992724003697,5.890889631323992,5
shuffle_nondeterministic,"., know we",6.94412654170745,"., know we",False,11.175532681820933,5.446816848602211,3
shuffle_nondeterministic,"I,. you- know think Yeah. I",5.846407864472435,"I,. you- know think Yeah. I",False,2.2280939906039614,6.866631166496246,9
shuffle_nondeterministic,me.Trust,7.819194316323781,me.Trust,False,11.347639576288431,6.70528314646873,3
shuffle_nondeterministic,?what's that,7.0314172816200164,?what's that,False,3.5246923728619395,6.456530791825649,4
shuffle_nondeterministic,.You look tired,6.863506613149947,.You look tired,False,5.616008742581127,6.416907870398154,4
shuffle_nondeterministic,.You see tomorrow'II.,6.172872011366487,.You see tomorrow'II.,False,2.956836257708195,6.929152796822364,7
shuffle_nondeterministic,a? of tree partthere this's.,5.55654714228098,a? of tree partthere this's.,False,2.5960155706590857,6.5177634926036,9
shuffle_nondeterministic,"it,. it have's'll, it that,.,, at a a they you be there but if is of they be know the to and I you of think you get don as of? the this all",4.52098409739363,"it,. it have's'll, it that,.,, at a a they you be there but if is of they be know the to and I you of think you get don as of? the this all",False,1.149483564136656,6.132996937428103,42
shuffle_nondeterministic,"this theI, you for've tell in been've, last, you the",4.853043504557576,"this theI, you for've tell in been've, last, you the",False,1.5206396978576604,6.087019979558058,16
shuffle_nondeterministic,",. youSo got if you to say was as the do? what I this did",5.274553194427314,",. youSo got if you to say was as the do? what I this did",False,1.5200536068160684,6.750831065393954,17
shuffle_nondeterministic,.Come,5.897159281140799,.Come,False,246.89440222958268,2.5183926452471557,2
shuffle_nondeterministic,- What?,6.435757511506316,- What?,False,10.799066540882043,4.704780468627273,3
shuffle_nondeterministic,", me of, of but out from on,'s in.It was the the was",4.421784712482808,", me of, of but out from on,'s in.It was the the was",False,1.436129987322176,5.560577069621548,18
shuffle_nondeterministic,? is itwhat,6.233107008629216,? is itwhat,False,6.57689378579767,5.583060573174567,4
shuffle_nondeterministic,"the and the-,'s that and the the. in the, of the in the to- of this in you to to a,",3.7995194450921566,"the and the-,'s that and the the. in the, of the in the to- of this in you to to a,",False,1.1690554527263703,4.910738061518345,28
shuffle_nondeterministic,", they. be I to'm used as not. be that it's I",4.500065905391956,", they. be I to'm used as not. be that it's I",False,1.4799960049558094,5.5703787715391035,16
shuffle_nondeterministic,"? the of yourIs of or on your. one, one  the of the or to the is. of it the in it, I the a to. have I't if, but you don and, then if it, have they have",4.066594518834558,"? the of yourIs of or on your. one, one  the of the or to the is. of it the in it, I the a to. have I't if, but you don and, then if it, have they have",False,1.1043279558281622,5.5288481335530335,50
shuffle_nondeterministic,to?'t be theynShould,6.7307614528208415,to?'t be theynShould,False,3.5621288514228597,7.8074750112988225,7
shuffle_nondeterministic,'s?What wrong her,6.11361617820797,'s?What wrong her,False,6.211642549111309,6.216552520829175,5
shuffle_nondeterministic,.I guess,6.859437907047519,.I guess,False,8.439911000694352,5.204762624550857,3
shuffle_nondeterministic,". to your- the that will of.,,, the, be, it be, of of if the would a a as",4.1409706451537,". to your- the that will of.,,, the, be, it be, of of if the would a a as",False,1.2675262971441263,5.3629869433672965,25
shuffle_nondeterministic,", in the they,, the of a are lot is that the with the for a",4.256559224046741,", in the they,, the of a are lot is that the with the for a",False,1.440614129570777,5.271359711198857,17
shuffle_nondeterministic,You. understand't don,5.9069686394094045,You. understand't don,False,5.7443295085819885,5.887240073455565,5
shuffle_nondeterministic,'re. outWeta moving,6.341060624594273,'re. outWeta moving,False,5.04140914811586,7.004745828796668,6
shuffle_nondeterministic,isWhat? this one,6.3715298596681,isWhat? this one,False,3.6682480730758753,6.3587179241689835,5
shuffle_nondeterministic,. a of with andThe,4.252878772393722,. a of with andThe,False,3.374906037307112,3.844547522391854,6
shuffle_nondeterministic,-? Where,7.011153564438092,-? Where,False,9.52122038101464,5.473720548923872,3
shuffle_nondeterministic,"I was it,Yes like.",5.179988557735377,"I was it,Yes like.",False,2.8134885508386573,5.487319391082506,7
shuffle_nondeterministic,", noOh!.",6.618952189741563,", noOh!.",False,12.671806900949708,6.417461299501195,4
shuffle_nondeterministic,a this at time. isThis for me.,4.9310746307039395,a this at time. isThis for me.,False,1.8200142622577906,5.65425862128815,10
shuffle_nondeterministic,? yourWhat name's,6.085502882531695,? yourWhat name's,False,4.839624150392654,6.068856707360856,5
shuffle_nondeterministic,? to be youWould like?,5.706786743451557,? to be youWould like?,False,2.5718469226292657,6.202295233687368,7
shuffle_nondeterministic,it is?What,6.511299213157778,it is?What,False,5.675918496873102,5.91760395642327,4
shuffle_nondeterministic,? it beBut't,5.519212180565917,? it beBut't,False,6.459841501386926,5.383060400542734,5
shuffle_nondeterministic,have. don that anything else'tI,5.991889497492384,have. don that anything else'tI,False,2.798034130100803,6.942551554832095,8
shuffle_nondeterministic,?You you didn a't wanted have choice.,5.4161699858677865,?You you didn a't wanted have choice.,False,2.2990664012992754,6.448860411175059,10
shuffle_nondeterministic,at you. to I it me'llIf get to I talk.,4.958292231002467,at you. to I it me'llIf get to I talk.,False,1.6071061270894078,6.113362032609364,14
shuffle_nondeterministic,I -....Oh,7.255322510194598,I -....Oh,False,8.358040586367254,7.148659428062782,4
shuffle_nondeterministic,",Well you? how for",5.323245854503196,",Well you? how for",False,3.8091273408588298,5.427949389854103,6
shuffle_nondeterministic,.No,6.435714180400258,.No,False,66.15783354211132,2.72177283982505,2
shuffle_nondeterministic,".,Well thanks",7.456041145037564,".,Well thanks",False,30.25662039858609,6.608057269993988,3
shuffle_nondeterministic,for you you. lookingI was.,5.108641182885139,for you you. lookingI was.,False,2.424131054500261,5.617193985203603,8
shuffle_nondeterministic,I. --'m,6.210474684970096,I. --'m,False,3.6737210660822326,6.128951944052685,5
shuffle_nondeterministic,aI just.,5.792345638143273,aI just.,False,6.027150254314187,4.914913023983763,4
shuffle_nondeterministic,-.- Absolutely,6.720701227727678,-.- Absolutely,False,60.50122882236571,5.8544630341251676,3
shuffle_nondeterministic,? do it to you have do that.You,4.971455949474837,? do it to you have do that.You,False,1.7579481926219767,5.697087690419602,10
shuffle_nondeterministic,"to want what you, you. and haveSo are do what we? is it",4.850147956666213,"to want what you, you. and haveSo are do what we? is it",False,1.4391760756329282,6.120126688991558,17
shuffle_nondeterministic,"IWell,'t but... have don,.",6.527267510100216,"IWell,'t but... have don,.",False,2.658713424892142,7.916767201621111,9
shuffle_nondeterministic,this?So did you why do,6.566534266177849,this?So did you why do,False,2.499318967253,7.419944897345465,7
shuffle_nondeterministic,are you? doingWhat,6.409379478107835,are you? doingWhat,False,5.290970568539785,6.57059512191085,5
shuffle_nondeterministic,",,, likeAnd. in the is of there to and that and.,, the be I will think",4.468444306987383,",,, likeAnd. in the is of there to and that and.,, the be I will think",False,1.3464703942446146,5.731163126579244,21
shuffle_nondeterministic,? youAre,6.443584372285481,? youAre,False,18.966904988344066,4.958515622135276,3
shuffle_nondeterministic,"You're...,. you're",7.107009322207586,"You're...,. you're",False,3.122975758172063,7.894302341390886,6
shuffle_nondeterministic,You. this know don how't. to,5.045158441585432,You. this know don how't. to,False,2.3098689400093657,5.735872804998419,9
shuffle_nondeterministic,You a in look at your look. good have school,5.243277828526087,You a in look at your look. good have school,False,1.8330361257507906,6.254706068279594,11
shuffle_nondeterministic,", I I my, the. I, had as had on her it of I a in, and of the that of on it but that in the,, but so, the his in his. of in, they of to, would not",3.992970432795291,", I I my, the. I, had as had on her it of I a in, and of the that of on it but that in the,, but so, the his in his. of in, they of to, would not",False,1.1025221739795843,5.416048001670826,49
shuffle_nondeterministic,'re that what you that a's have. meansIt we,5.050310526564953,'re that what you that a's have. meansIt we,False,1.712493058288833,6.074964541840959,12
